,Unnamed: 0,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
4033,4033,3040000,3040000-101-1995-01587,1995-12-27,,1,영업/정상,1,영업,,,,,02 4671109,97.45,143-917,서울특별시 광진구 화양동 45-81 ,서울특별시 광진구 동일로22길 41 (화양동),5019.0,크라운 호프,2024-01-05 15:07:21,U,2024-01-07 02:40:00.0,호프/통닭,205812.136574458,448870.926104662,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,97.45,,,
4107,4107,3040000,3040000-101-1995-03058,1995-10-28,,1,영업/정상,1,영업,,,,,02 4668766,11.96,143-901,서울특별시 광진구 중곡동 192-56 ,서울특별시 광진구 면목로 143 (중곡동),4907.0,꿈의궁전,2023-03-28 10:28:43,U,2023-03-30 02:40:00.0,호프/통닭,207108.618931883,451554.761918066,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,11.96,,,
4176,4176,3040000,3040000-101-1995-03447,1995-11-21,,1,영업/정상,1,영업,,,,,02 4983455,302.94,143-914,"서울특별시 광진구 화양동 9-90 (2층,3층) ","서울특별시 광진구 아차산로29길 12 (화양동,(2층,3층))",5018.0,더 레드(THE RED),2024-08-20 14:54:46,U,2024-08-22 02:40:00.0,호프/통닭,205981.488253574,448801.003646226,호프/통닭,0.0,0.0,기타,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,302.94,,,
4255,4255,3040000,3040000-101-1995-04232,1995-05-11,,1,영업/정상,1,영업,,,,,02 4445688,78.29,143-962,서울특별시 광진구 구의동 229-1 ,서울특별시 광진구 광나루로 550 (구의동),5032.0,미나네호프집,2021-01-20 09:20:24,U,2021-01-22 02:40:00.0,호프/통닭,207917.243020275,449147.668037501,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,78.29,,,
4268,4268,3040000,3040000-101-1995-04372,1995-05-13,,1,영업/정상,1,영업,,,,,02 4996525,,143-917,서울특별시 광진구 화양동 47-68번지 ,서울특별시 광진구 동일로22길 63 (화양동),5018.0,아일랜드유끼,2017-03-07 09:04:37,I,2018-08-31 23:59:59.0,호프/통닭,205919.911512922,448826.718845169,호프/통닭,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,74.29,,,
4278,4278,3040000,3040000-101-1995-04440,1995-02-20,,1,영업/정상,1,영업,,,,,02 4668528,29.4,143-899,서울특별시 광진구 중곡동 163-1번지 ,서울특별시 광진구 긴고랑로 50 (중곡동),4914.0,돈타령,2018-11-06 17:14:30,U,2018-11-08 02:37:10.0,호프/통닭,207145.533037105,451119.017670767,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,29.4,,,
4301,4301,3040000,3040000-101-1995-04747,1995-02-15,,1,영업/정상,1,영업,,,,,02 4527793,151.06,143-873,서울특별시 광진구 자양동 662-13 ,서울특별시 광진구 뚝섬로 670 (자양동),5102.0,둥지7080,2023-08-01 16:29:54,U,2023-08-03 02:40:00.0,호프/통닭,207349.510653919,447708.939689927,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,151.06,,,
4319,4319,3040000,3040000-101-1995-04953,1995-06-30,,1,영업/정상,1,영업,,,,,0234363371,,143-828,서울특별시 광진구 구의동 257-24번지 ,서울특별시 광진구 아차산로51길 28 (구의동),5043.0,삼삼치킨,2018-06-20 09:30:34,I,2018-08-31 23:59:59.0,호프/통닭,207457.695236704,448437.333264109,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,73.05,,,
4394,4394,3040000,3040000-101-1995-05365,1995-12-11,,1,영업/정상,1,영업,,,,,02 4473076,,143-901,서울특별시 광진구 중곡동 193-26번지 ,서울특별시 광진구 면목로 148 (중곡동),4908.0,네네치킨(중곡1점),2018-03-27 14:24:21,I,2018-08-31 23:59:59.0,호프/통닭,207152.62170613,451577.120671177,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,28.27,,,
4431,4431,3040000,3040000-101-1996-01641,1996-02-05,,1,영업/정상,1,영업,,,,,0234094665,68.98,143-914,서울특별시 광진구 화양동 5-64 ,"서울특별시 광진구 아차산로33길 32, 1층 (화양동)",5017.0,부엉이산장 건대점,2023-06-13 14:13:42,U,2023-06-15 02:40:00.0,호프/통닭,206166.384478627,448821.863918702,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,68.98,,,
4508,4508,3040000,3040000-101-1996-01778,1996-07-04,,1,영업/정상,1,영업,,,,,02464 1051,55.06,143-838,서울특별시 광진구 군자동 476-18,서울특별시 광진구 능동로35길 9 (군자동),4997.0,얼맥당 군자점,2025-03-04 10:45:52,U,2024-12-03 00:06:00.0,호프/통닭,206856.153827713,450488.378883897,,,,,,,,,,,,,,,,,,,
4512,4512,3040000,3040000-101-1996-01783,1996-07-09,,1,영업/정상,1,영업,,,,,02 4984726,81.14,143-917,서울특별시 광진구 화양동 42-22 ,서울특별시 광진구 아차산로21길 11 (화양동),5020.0,동촌,2021-05-26 17:28:42,U,2021-05-28 02:40:00.0,호프/통닭,205678.754081788,448929.637457875,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,81.14,,,
4675,4675,3040000,3040000-101-1996-03658,1996-11-26,,1,영업/정상,1,영업,,,,,02 4477020,79.18,143-828,서울특별시 광진구 구의동 257-72 ,서울특별시 광진구 아차산로51길 36-1 (구의동),5043.0,좋은사람들,2020-11-26 11:19:43,U,2020-11-28 02:40:00.0,호프/통닭,207455.442181408,448492.421995965,호프/통닭,,,주택가주변,기타,상수도전용,,,,,,,,,N,79.18,,,
4989,4989,3040000,3040000-101-1996-05857,1996-10-23,,1,영업/정상,1,영업,,,,,02 4559901,,143-889,서울특별시 광진구 중곡동 115-20번지 ,서울특별시 광진구 천호대로129길 5 (중곡동),4953.0,육감만족아차산점,2018-07-02 14:55:19,I,2018-08-31 23:59:59.0,호프/통닭,207874.844030164,450039.158255917,호프/통닭,,,주택가주변,기타,상수도전용,,,,,,,,,N,37.98,,,
5097,5097,3040000,3040000-101-1997-01963,1997-04-10,,1,영업/정상,1,영업,,,,,02 4521020,66.91,143-825,서울특별시 광진구 구의동 242-49 ,서울특별시 광진구 아차산로57길 5-1 (구의동),5042.0,주하객잔(구의점),2023-08-10 11:45:34,U,2023-08-12 02:40:00.0,호프/통닭,207717.800035912,448518.449548322,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,66.91,,,
5137,5137,3040000,3040000-101-1997-02013,1997-07-21,,1,영업/정상,1,영업,,,,,02 4680032,,143-840,서울특별시 광진구 군자동 355-10번지 ,서울특별시 광진구 광나루로 341 (군자동),5003.0,있잖아요호프,2018-05-09 17:36:13,I,2018-08-31 23:59:59.0,호프/통닭,205932.977481779,449586.519434337,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,22.28,,,
5178,5178,3040000,3040000-101-1997-02071,1997-11-26,,1,영업/정상,1,영업,,,,,02 4649282,53.15,143-899,서울특별시 광진구 중곡동 164-8 ,서울특별시 광진구 긴고랑로 51 (중곡동),4909.0,참나무로바베큐,2023-09-18 09:26:24,U,2023-09-20 02:40:00.0,호프/통닭,207173.941683115,451150.729365632,호프/통닭,0.0,0.0,기타,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,53.15,,,
5372,5372,3040000,3040000-101-1997-06111,1997-06-05,,1,영업/정상,1,영업,,,,,02 4473485,,143-877,서울특별시 광진구 자양동 552-2번지 ,,,다이스호프,2009-08-10 10:47:04,I,2018-08-31 23:59:59.0,호프/통닭,,,호프/통닭,,,주택가주변,기타,상수도전용,,,,,,,,,N,20.5,,,
5378,5378,3040000,3040000-101-1997-06117,1997-06-13,,1,영업/정상,1,영업,,,,,02 4677323,52.36,143-914,서울특별시 광진구 화양동 8-37 (2층) ,"서울특별시 광진구 아차산로31길 16 (화양동,(2층))",5017.0,화기애애,2024-12-10 13:44:15,U,2024-12-12 02:40:00.0,호프/통닭,206087.781085198,448837.198435644,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,52.36,,,
5405,5405,3040000,3040000-101-1997-06149,1997-07-08,,1,영업/정상,1,영업,,,,,02 4639596,89.58,143-917,서울특별시 광진구 화양동 48-31 ,서울특별시 광진구 동일로22길 68 (화양동),5019.0,오술차건대점,2021-03-09 14:32:09,U,2021-03-11 02:40:00.0,호프/통닭,205925.008275716,448796.776687964,호프/통닭,,,기타,기타,상수도전용,,,,,,,,,N,89.58,,,
5428,5428,3040000,3040000-101-1997-06179,1997-07-25,,1,영업/정상,1,영업,,,,,02 4974318,46.7,143-914,서울특별시 광진구 화양동 5-20 지하 1층 ,"서울특별시 광진구 능동로13길 9, 지하 1층 (화양동)",5017.0,반기돈,2024-01-17 14:12:24,U,2024-01-19 02:40:00.0,호프/통닭,206219.408232164,448927.211396685,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,46.7,,,
5472,5472,3040000,3040000-101-1997-06228,1997-09-05,,1,영업/정상,1,영업,,,,,02 4690124,,143-914,서울특별시 광진구 화양동 8-1번지 ,서울특별시 광진구 아차산로33길 43 (화양동),5017.0,마쯔리,2008-09-12 15:31:38,I,2018-08-31 23:59:59.0,호프/통닭,206171.373624611,448887.454596601,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,62.83,,,
5538,5538,3040000,3040000-101-1997-06309,1997-11-24,,1,영업/정상,1,영업,,,,,02 4581808,25.11,143-868,서울특별시 광진구 자양동 637-2번지 ,서울특별시 광진구 뚝섬로52길 19 (자양동),5100.0,치맥&포차,2019-09-03 15:58:22,U,2019-09-05 02:40:00.0,호프/통닭,206943.046862624,447649.840581822,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,25.11,,,
5828,5828,3040000,3040000-101-1998-06378,1998-01-13,,1,영업/정상,1,영업,,,,,02 4694921,93.8,143-917,서울특별시 광진구 화양동 47-73 ,"서울특별시 광진구 동일로22길 71, 2층 (화양동)",5018.0,별별포차,2024-12-04 10:30:49,U,2024-12-06 02:40:00.0,호프/통닭,205959.161607349,448810.133047448,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,93.8,,,
5833,5833,3040000,3040000-101-1998-06385,1998-01-21,,1,영업/정상,1,영업,,,,,02 4644463,99.48,143-914,"서울특별시 광진구 화양동 9-88 1,2층 ","서울특별시 광진구 동일로22길 85, 1,2층 (화양동)",5018.0,금별맥주 건대점,2022-10-12 10:30:34,U,2022-10-14 02:40:00.0,호프/통닭,206020.142389004,448781.885776745,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,99.48,,,
5940,5940,3040000,3040000-101-1998-06505,1998-05-25,,1,영업/정상,1,영업,,,,,0222014525,,143-898,서울특별시 광진구 중곡동 157-11번지 ,서울특별시 광진구 능동로38길 10-1 (중곡동),4929.0,감로호프,2014-01-29 10:57:17,I,2018-08-31 23:59:59.0,호프/통닭,207042.230083785,450582.857383855,호프/통닭,,,주택가주변,기타,상수도전용,,,,,,,,,N,28.86,,,
6107,6107,3040000,3040000-101-1998-06702,1998-12-05,,1,영업/정상,1,영업,,,,,02 4562974,,143-817,서울특별시 광진구 구의동 50-9번지 ,서울특별시 광진구 자양로 291-1 (구의동),4954.0,엔조이락,2009-11-09 12:42:15,I,2018-08-31 23:59:59.0,호프/통닭,208061.313178624,449946.257345044,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,27.38,,,
6152,6152,3040000,3040000-101-1999-08254,1999-01-20,,1,영업/정상,1,영업,,,,,02 4693737,,143-914,서울특별시 광진구 화양동 8-101번지 ,서울특별시 광진구 동일로22길 97 (화양동),5017.0,대양참치,2009-09-29 11:31:41,I,2018-08-31 23:59:59.0,호프/통닭,206077.324876489,448757.675864796,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,70.38,,,
6371,6371,3040000,3040000-101-1999-08503,1999-07-10,,1,영업/정상,1,영업,,,,,02 4569922,12.42,143-822,서울특별시 광진구 구의동 210-2 ,서울특별시 광진구 구의로4길 44 (구의동),5046.0,호세야구의점,2024-01-31 14:05:00,U,2024-02-02 02:40:00.0,호프/통닭,208060.571622501,448689.775302596,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,12.42,,,
6389,6389,3040000,3040000-101-1999-08525,1999-08-04,,1,영업/정상,1,영업,,,,,02 4521033,20.08,143-909,서울특별시 광진구 중곡동 555-1 1층 ,"서울특별시 광진구 답십리로 388, 1층 (중곡동)",4903.0,한잔포차식당,2023-10-30 16:33:58,U,2023-11-01 02:40:00.0,호프/통닭,207313.553042677,452106.822321412,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,33.58,,,
6404,6404,3040000,3040000-101-1999-08541,1999-08-11,,1,영업/정상,1,영업,,,,,02 4534238,35.91,143-816,서울특별시 광진구 구의동 27-25 ,서울특별시 광진구 영화사로 68 (구의동),4955.0,아차산손두부,2021-12-24 16:06:43,U,2021-12-29 02:40:00.0,호프/통닭,208183.206334848,450267.328526708,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,35.91,,,
6470,6470,3040000,3040000-101-1999-08624,1999-09-21,,1,영업/정상,1,영업,,,,,02 4533471,28.18,143-868,서울특별시 광진구 자양동 637-1 ,서울특별시 광진구 뚝섬로52길 17 (자양동),5100.0,풀코스,2024-06-05 09:37:50,U,2024-06-08 02:40:00.0,호프/통닭,206947.759068828,447662.433883326,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,28.18,,,
6562,6562,3040000,3040000-101-1999-08729,1999-11-27,,1,영업/정상,1,영업,,,,,02 4628568,65.04,143-839,서울특별시 광진구 군자동 150-11 ,서울특별시 광진구 군자로 133 (군자동),4999.0,이마트24세종대후문점,2022-07-01 19:49:17,U,2022-07-03 02:40:00.0,호프/통닭,206477.346346079,450188.557301786,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,65.04,,,
6621,6621,3040000,3040000-101-1999-08793,1999-12-30,,1,영업/정상,1,영업,,,,,02 4654999,262.6,143-914,서울특별시 광진구 화양동 9-91 ,서울특별시 광진구 동일로22길 81 (화양동),5018.0,일일수작(건대점),2023-12-18 15:01:42,U,2023-12-20 02:40:00.0,호프/통닭,206000.986088047,448808.090477312,호프/통닭,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,Y,262.6,,,
6623,6623,3040000,3040000-101-1999-08795,1999-12-31,,1,영업/정상,1,영업,,,,,,,143-908,서울특별시 광진구 중곡동 341-26번지 ,서울특별시 광진구 능동로38길 32 (중곡동),4929.0,한(韓),2016-05-17 10:02:46,I,2018-08-31 23:59:59.0,호프/통닭,207130.895107705,450540.769556627,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,28.8,,,
6683,6683,3040000,3040000-101-2000-08857,2000-01-20,,1,영업/정상,1,영업,,,,,02 4555033,57.17,143-864,서울특별시 광진구 자양동 583-10 (1층) ,"서울특별시 광진구 자양번영로 23-1, 1층 (자양동)",5092.0,자양동포차,2022-08-31 09:13:29,U,2022-09-02 02:40:00.0,호프/통닭,206564.627291535,447735.298665045,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,57.17,,,
6812,6812,3040000,3040000-101-2000-09001,2000-04-03,,1,영업/정상,1,영업,,,,,02 4683030,169.72,143-915,서울특별시 광진구 화양동 111-119번지 ,"서울특별시 광진구 능동로 175, 1~2층 (화양동)",5009.0,마당족발,2019-08-07 16:18:15,U,2019-08-09 02:40:00.0,호프/통닭,206413.054950276,449340.231520074,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,169.72,,,
6842,6842,3040000,3040000-101-2000-09033,2000-04-18,,1,영업/정상,1,영업,,,,,02 4620130,94.59,143-914,서울특별시 광진구 화양동 8-99 ,"서울특별시 광진구 동일로22길 91, 지하1층 (화양동)",5017.0,솔트코크2,2024-07-02 10:57:25,U,2024-07-04 02:40:00.0,감성주점,206058.232399427,448765.998185555,감성주점,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,94.59,,,
6867,6867,3040000,3040000-101-2000-09060,2000-05-02,,1,영업/정상,1,영업,,,,,02 4682015,59.4,143-914,서울특별시 광진구 화양동 12-34번지 ,서울특별시 광진구 능동로13길 30 (화양동),5011.0,최가커피회관,2019-02-08 17:52:49,U,2019-02-10 02:40:00.0,호프/통닭,206171.497235804,449018.510949394,호프/통닭,0.0,0.0,유흥업소밀집지역,기타,,,,,,,,,,N,59.4,,,
6887,6887,3040000,3040000-101-2000-09081,2000-05-10,,1,영업/정상,1,영업,,,,,02 4558050,26.42,143-962,서울특별시 광진구 구의동 229-45 ,"서울특별시 광진구 구의로 71, 1층 (구의동)",5032.0,참참치킨 구의점,2023-04-21 09:12:33,U,2023-04-23 02:40:00.0,호프/통닭,207919.478607974,449117.109192073,호프/통닭,0.0,0.0,주택가주변,기타,,,,,,,,,,N,26.42,,,
6893,6893,3040000,3040000-101-2000-09087,2000-05-15,,1,영업/정상,1,영업,,,,,02 4533222,27.71,143-867,서울특별시 광진구 자양동 634-36번지 ,서울특별시 광진구 자양로13길 91 (자양동),5061.0,을지로골뱅이,2019-09-04 11:26:03,U,2019-09-06 02:40:00.0,호프/통닭,207027.766050947,447836.584340869,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,27.71,,,
6907,6907,3040000,3040000-101-2000-09101,2000-05-23,,1,영업/정상,1,영업,,,,,02 4554566,23.04,143-821,서울특별시 광진구 구의동 203-24 ,서울특별시 광진구 구의로16길 23 (구의동),5033.0,페리카나치킨,2021-07-20 16:43:19,U,2021-07-22 02:40:00.0,호프/통닭,208047.534133027,449051.822955247,호프/통닭,0.0,0.0,기타,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,23.04,,,
6909,6909,3040000,3040000-101-2000-09103,2000-05-23,,1,영업/정상,1,영업,,,,,02 4640106,110.69,143-914,서울특별시 광진구 화양동 9-72번지 ,서울특별시 광진구 아차산로31길 7 (화양동),5018.0,972,2019-06-21 17:20:56,U,2019-06-23 02:40:00.0,호프/통닭,206048.502813884,448795.938789592,호프/통닭,0.0,0.0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,Y,110.69,,,
7071,7071,3040000,3040000-101-2000-09289,2000-09-26,,1,영업/정상,1,영업,,,,,02 4539995,127.56,143-828,서울특별시 광진구 구의동 257-70 ,"서울특별시 광진구 아차산로51길 44, 1~2층 (구의동)",5043.0,교촌치킨구의역점,2020-09-24 14:53:10,U,2020-09-26 02:40:00.0,호프/통닭,207453.137805194,448527.140107061,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,Y,127.56,,,
7105,7105,3040000,3040000-101-2000-09324,2000-10-12,,1,영업/정상,1,영업,,,,,02 4469908,144.6,143-904,서울특별시 광진구 중곡동 243-1 대한빌딩 1층 ,"서울특별시 광진구 긴고랑로 40, 대한빌딩 1층 (중곡동)",4914.0,교촌치킨,2023-02-14 10:35:25,U,2023-02-16 02:40:00.0,호프/통닭,207043.68412497,451157.573463675,호프/통닭,0.0,0.0,기타,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,144.6,,,
7138,7138,3040000,3040000-101-2000-09359,2000-10-25,,1,영업/정상,1,영업,,,,,02 4732504,89.24,143-866,서울특별시 광진구 자양동 624-42 ,서울특별시 광진구 자양로13길 40 (자양동),5057.0,교촌치킨자양2호점,2021-11-29 10:45:06,U,2021-12-01 02:40:00.0,호프/통닭,207181.027455271,448047.308283986,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,N,89.24,,,
7185,7185,3040000,3040000-101-2000-09413,2000-11-22,,1,영업/정상,1,영업,,,,,0234374846,25.92,143-873,서울특별시 광진구 자양동 679-33 ,서울특별시 광진구 뚝섬로58길 11 (자양동),5103.0,풀코스(자양6점),2024-12-05 11:03:53,U,2024-12-07 02:40:00.0,호프/통닭,207393.316475648,447691.119516966,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,25.92,,,
7223,7223,3040000,3040000-101-2000-09454,2000-12-12,,1,영업/정상,1,영업,,,,,,117.66,143-838,서울특별시 광진구 군자동 473-11 지하1층 ,"서울특별시 광진구 능동로35길 24 (군자동,지하1층)",4996.0,신세계,2024-05-27 14:32:33,U,2024-05-29 02:40:00.0,호프/통닭,206802.506734965,450540.45542968,호프/통닭,0.0,0.0,주택가주변,기타,상수도전용,,,,,,,,,Y,117.66,,,
7264,7264,3040000,3040000-101-2000-09523,2000-10-18,,1,영업/정상,1,영업,,,,,02 4628887,29.7,143-917,서울특별시 광진구 화양동 42-27 ,서울특별시 광진구 아차산로21길 43 (화양동),5020.0,건대파티룸 공유주방 룸톤,2023-11-13 14:08:07,U,2023-11-15 02:40:00.0,호프/통닭,205739.38006563,449069.098734448,호프/통닭,,,,,,,,,,,,,,N,29.7,,,
7289,7289,3040000,3040000-101-2001-09516,2001-02-08,,1,영업/정상,1,영업,,,,,02 4575339,157.25,143-825,서울특별시 광진구 구의동 246-16 ,서울특별시 광진구 자양로18길 6 (구의동),5044.0,풍성감자탕 신관,2024-12-17 09:54:56,U,2024-12-19 02:40:00.0,호프/통닭,207355.378025142,448341.892732911,호프/통닭,0.0,0.0,기타,기타,상수도전용,,,,,,,,,N,157.25,,,
